filename,N/S
images\augmented\208_9_flip3.jpg,0
images\augmented\208_9_flip4.jpg,0
images\augmented\208_9_gray.jpg,0
images\augmented\208_9_original.jpg,0
images\augmented\208_9_sobel.jpg,0
images\augmented\209_1_flip.jpg,0
images\augmented\209_1_flip3.jpg,0
images\augmented\209_1_flip4.jpg,0
images\augmented\209_1_gray.jpg,0
images\augmented\209_1_original.jpg,0
images\augmented\209_1_sobel.jpg,0
images\augmented\209_3_flip.jpg,0
images\augmented\209_3_flip3.jpg,0
images\augmented\209_3_flip4.jpg,0
images\augmented\209_3_gray.jpg,0
images\augmented\209_3_original.jpg,0
images\augmented\209_3_sobel.jpg,0
images\augmented\209_4_flip.jpg,0
images\augmented\209_4_flip3.jpg,0
images\augmented\209_4_flip4.jpg,0
images\augmented\209_4_gray.jpg,0
images\augmented\209_4_original.jpg,0
images\augmented\209_4_sobel.jpg,0
images\augmented\209_5_flip.jpg,0
images\augmented\209_5_flip3.jpg,0
images\augmented\209_5_flip4.jpg,0
images\augmented\209_5_gray.jpg,0
images\augmented\209_5_original.jpg,0
images\augmented\209_5_sobel.jpg,0
images\augmented\209_7_flip.jpg,0
images\augmented\209_7_flip3.jpg,0
images\augmented\209_7_flip4.jpg,0
images\augmented\209_7_gray.jpg,0
images\augmented\209_7_original.jpg,0
images\augmented\209_7_sobel.jpg,0
images\augmented\209_8_flip.jpg,0
images\augmented\209_8_flip3.jpg,0
images\augmented\209_8_flip4.jpg,0
images\augmented\209_8_gray.jpg,0
images\augmented\209_8_original.jpg,0
images\augmented\209_8_sobel.jpg,0
images\augmented\209_9_flip.jpg,0
images\augmented\209_9_flip3.jpg,0
images\augmented\209_9_flip4.jpg,0
images\augmented\209_9_gray.jpg,0
images\augmented\209_9_original.jpg,0
images\augmented\209_9_sobel.jpg,0
images\augmented\211_1_flip.jpg,0
images\augmented\211_1_flip3.jpg,0
images\augmented\211_1_flip4.jpg,0
images\augmented\211_1_gray.jpg,0
images\augmented\211_1_original.jpg,0
images\augmented\211_1_sobel.jpg,0
images\augmented\211_2_flip.jpg,0
images\augmented\211_2_flip3.jpg,0
images\augmented\211_2_flip4.jpg,0
images\augmented\211_2_gray.jpg,0
images\augmented\211_2_original.jpg,0
images\augmented\211_2_sobel.jpg,0
images\augmented\211_3_flip.jpg,0
images\augmented\211_3_flip3.jpg,0
images\augmented\211_3_flip4.jpg,0
images\augmented\211_3_gray.jpg,0
images\augmented\211_3_original.jpg,0
images\augmented\211_3_sobel.jpg,0
images\augmented\211_4_flip.jpg,0
images\augmented\211_4_flip3.jpg,0
images\augmented\211_4_flip4.jpg,0
images\augmented\211_4_gray.jpg,0
images\augmented\211_4_original.jpg,0
images\augmented\211_4_sobel.jpg,0
images\augmented\211_6_flip.jpg,0
images\augmented\211_6_flip3.jpg,0
images\augmented\211_6_flip4.jpg,0
images\augmented\211_6_gray.jpg,0
images\augmented\211_6_original.jpg,0
images\augmented\211_6_sobel.jpg,0
images\augmented\211_8_flip.jpg,0
images\augmented\211_8_flip3.jpg,0
images\augmented\211_8_flip4.jpg,0
images\augmented\211_8_gray.jpg,0
images\augmented\211_8_original.jpg,0
images\augmented\211_8_sobel.jpg,0
images\augmented\211_9_flip.jpg,0
images\augmented\211_9_flip3.jpg,0
images\augmented\211_9_flip4.jpg,0
images\augmented\211_9_gray.jpg,0
images\augmented\211_9_original.jpg,0
images\augmented\211_9_sobel.jpg,0
images\augmented\212_1_flip.jpg,0
images\augmented\212_1_flip3.jpg,0
images\augmented\212_1_flip4.jpg,0
images\augmented\212_1_gray.jpg,0
images\augmented\212_1_original.jpg,0
images\augmented\212_1_sobel.jpg,0
images\augmented\212_2_flip.jpg,0
images\augmented\212_2_flip3.jpg,0
images\augmented\212_2_flip4.jpg,0
images\augmented\212_2_gray.jpg,0
images\augmented\212_2_original.jpg,0
images\augmented\212_2_sobel.jpg,0
images\augmented\212_3_flip.jpg,0
images\augmented\212_3_flip3.jpg,0
images\augmented\212_3_flip4.jpg,0
images\augmented\212_3_gray.jpg,0
images\augmented\212_3_original.jpg,0
images\augmented\212_3_sobel.jpg,0
images\augmented\212_4_flip.jpg,0
images\augmented\212_4_flip3.jpg,0
images\augmented\212_4_flip4.jpg,0
images\augmented\212_4_gray.jpg,0
images\augmented\212_4_original.jpg,0
images\augmented\212_4_sobel.jpg,0
images\augmented\212_5_flip.jpg,0
images\augmented\212_5_flip3.jpg,0
images\augmented\212_5_flip4.jpg,0
images\augmented\212_5_gray.jpg,0
images\augmented\212_5_original.jpg,0
images\augmented\212_5_sobel.jpg,0
images\augmented\212_6_flip.jpg,0
images\augmented\212_6_flip3.jpg,0
images\augmented\212_6_flip4.jpg,0
images\augmented\212_6_gray.jpg,0
images\augmented\212_6_original.jpg,0
images\augmented\212_6_sobel.jpg,0
images\augmented\212_7_flip.jpg,0
images\augmented\212_7_flip3.jpg,0
images\augmented\212_7_flip4.jpg,0
images\augmented\212_7_gray.jpg,0
images\augmented\212_7_original.jpg,0
images\augmented\212_7_sobel.jpg,0
images\augmented\212_8_flip.jpg,0
images\augmented\212_8_flip3.jpg,0
images\augmented\212_8_flip4.jpg,0
images\augmented\212_8_gray.jpg,0
images\augmented\212_8_original.jpg,0
images\augmented\212_8_sobel.jpg,0
images\augmented\212_9_flip.jpg,0
images\augmented\212_9_flip3.jpg,0
images\augmented\212_9_flip4.jpg,0
images\augmented\212_9_gray.jpg,0
images\augmented\212_9_original.jpg,0
images\augmented\212_9_sobel.jpg,0
images\augmented\213_1_flip.jpg,0
images\augmented\213_1_flip3.jpg,0
images\augmented\213_1_flip4.jpg,0
images\augmented\213_1_gray.jpg,0
images\augmented\213_1_original.jpg,0
images\augmented\213_1_sobel.jpg,0
images\augmented\213_3_flip.jpg,0
images\augmented\213_3_flip3.jpg,0
images\augmented\213_3_flip4.jpg,0
images\augmented\213_3_gray.jpg,0
images\augmented\213_3_original.jpg,0
images\augmented\213_3_sobel.jpg,0
images\augmented\213_4_flip.jpg,0
images\augmented\213_4_flip3.jpg,0
images\augmented\213_4_flip4.jpg,0
images\augmented\213_4_gray.jpg,0
images\augmented\213_4_original.jpg,0
images\augmented\213_4_sobel.jpg,0
images\augmented\213_6_flip.jpg,0
images\augmented\213_6_flip3.jpg,0
images\augmented\213_6_flip4.jpg,0
images\augmented\213_6_gray.jpg,0
images\augmented\213_6_original.jpg,0
images\augmented\213_6_sobel.jpg,0
images\augmented\213_8_flip.jpg,0
images\augmented\213_8_flip3.jpg,0
images\augmented\213_8_flip4.jpg,0
images\augmented\213_8_gray.jpg,0
images\augmented\213_8_original.jpg,0
images\augmented\213_8_sobel.jpg,0
images\augmented\213_9_flip.jpg,0
images\augmented\213_9_flip3.jpg,0
images\augmented\213_9_flip4.jpg,0
images\augmented\213_9_gray.jpg,0
images\augmented\213_9_original.jpg,0
images\augmented\213_9_sobel.jpg,0
images\augmented\214_1_flip.jpg,0
images\augmented\214_1_flip3.jpg,0
images\augmented\214_1_flip4.jpg,0
images\augmented\214_1_gray.jpg,0
images\augmented\214_1_original.jpg,0
images\augmented\214_1_sobel.jpg,0
images\augmented\214_2_flip.jpg,0
images\augmented\214_2_flip3.jpg,0
images\augmented\214_2_flip4.jpg,0
images\augmented\214_2_gray.jpg,0
images\augmented\214_2_original.jpg,0
images\augmented\214_2_sobel.jpg,0
images\augmented\214_3_flip.jpg,0
images\augmented\214_3_flip3.jpg,0
images\augmented\214_3_flip4.jpg,0
images\augmented\214_3_gray.jpg,0
images\augmented\214_3_original.jpg,0
images\augmented\214_3_sobel.jpg,0
images\augmented\214_4_flip.jpg,0
images\augmented\214_4_flip3.jpg,0
images\augmented\214_4_flip4.jpg,0
images\augmented\214_4_gray.jpg,0
images\augmented\214_4_original.jpg,0
images\augmented\214_4_sobel.jpg,0
images\augmented\214_5_flip.jpg,0
images\augmented\214_5_flip3.jpg,0
images\augmented\214_5_flip4.jpg,0
images\augmented\214_5_gray.jpg,0
images\augmented\214_5_original.jpg,0
images\augmented\214_5_sobel.jpg,0
images\augmented\214_6_flip.jpg,0
images\augmented\214_6_flip3.jpg,0
images\augmented\214_6_flip4.jpg,0
images\augmented\214_6_gray.jpg,0
images\augmented\214_6_original.jpg,0
images\augmented\214_6_sobel.jpg,0
images\augmented\214_7_flip.jpg,0
images\augmented\214_7_flip3.jpg,0
images\augmented\214_7_flip4.jpg,0
images\augmented\214_7_gray.jpg,0
images\augmented\214_7_original.jpg,0
images\augmented\214_7_sobel.jpg,0
images\augmented\214_8_flip.jpg,0
images\augmented\214_8_flip3.jpg,0
images\augmented\214_8_flip4.jpg,0
images\augmented\214_8_gray.jpg,0
images\augmented\214_8_original.jpg,0
images\augmented\214_8_sobel.jpg,0
images\augmented\214_9_flip.jpg,0
images\augmented\214_9_flip3.jpg,0
images\augmented\214_9_flip4.jpg,0
images\augmented\214_9_gray.jpg,0
images\augmented\214_9_original.jpg,0
images\augmented\214_9_sobel.jpg,0
images\augmented\216_1_flip.jpg,0
images\augmented\216_1_flip3.jpg,0
images\augmented\216_1_flip4.jpg,0
images\augmented\216_1_gray.jpg,0
images\augmented\216_1_original.jpg,0
images\augmented\216_1_sobel.jpg,0
images\augmented\216_2_flip.jpg,0
images\augmented\216_2_flip3.jpg,0
images\augmented\216_2_flip4.jpg,0
images\augmented\216_2_gray.jpg,0
images\augmented\216_2_original.jpg,0
images\augmented\216_2_sobel.jpg,0
images\augmented\216_3_flip.jpg,0
images\augmented\216_3_flip3.jpg,0
images\augmented\216_3_flip4.jpg,0
images\augmented\216_3_gray.jpg,0
images\augmented\216_3_original.jpg,0
images\augmented\216_3_sobel.jpg,0
images\augmented\216_4_flip.jpg,0
images\augmented\216_4_flip3.jpg,0
images\augmented\216_4_flip4.jpg,0
images\augmented\216_4_gray.jpg,0
images\augmented\216_4_original.jpg,0
images\augmented\216_4_sobel.jpg,0
images\augmented\216_5_flip.jpg,0
images\augmented\216_5_flip3.jpg,0
images\augmented\216_5_flip4.jpg,0
images\augmented\216_5_gray.jpg,0
images\augmented\216_5_original.jpg,0
images\augmented\216_5_sobel.jpg,0
images\augmented\216_6_flip.jpg,0
images\augmented\216_6_flip3.jpg,0
images\augmented\216_6_flip4.jpg,0
images\augmented\216_6_gray.jpg,0
images\augmented\216_6_original.jpg,0
images\augmented\216_6_sobel.jpg,0
images\augmented\217_1_flip.jpg,0
images\augmented\217_1_flip3.jpg,0
images\augmented\217_1_flip4.jpg,0
images\augmented\217_1_gray.jpg,0
images\augmented\217_1_original.jpg,0
images\augmented\217_1_sobel.jpg,0
images\augmented\217_2_flip.jpg,0
images\augmented\217_2_flip3.jpg,0
images\augmented\217_2_flip4.jpg,0
images\augmented\217_2_gray.jpg,0
images\augmented\217_2_original.jpg,0
images\augmented\217_2_sobel.jpg,0
images\augmented\217_4_flip.jpg,0
images\augmented\217_4_flip3.jpg,0
images\augmented\217_4_flip4.jpg,0
images\augmented\217_4_gray.jpg,0
images\augmented\217_4_original.jpg,0
images\augmented\217_4_sobel.jpg,0
images\augmented\217_6_flip.jpg,0
images\augmented\217_6_flip3.jpg,0
images\augmented\217_6_flip4.jpg,0
images\augmented\217_6_gray.jpg,0
images\augmented\217_6_original.jpg,0
images\augmented\217_6_sobel.jpg,0
images\augmented\217_7_flip.jpg,0
images\augmented\217_7_flip3.jpg,0
images\augmented\217_7_flip4.jpg,0
images\augmented\217_7_gray.jpg,0
images\augmented\217_7_original.jpg,0
images\augmented\217_7_sobel.jpg,0
images\augmented\217_8_flip.jpg,0
images\augmented\217_8_flip3.jpg,0
images\augmented\217_8_flip4.jpg,0
images\augmented\217_8_gray.jpg,0
images\augmented\217_8_original.jpg,0
images\augmented\217_8_sobel.jpg,0
images\augmented\218_1_flip.jpg,0
images\augmented\218_1_flip3.jpg,0
images\augmented\218_1_flip4.jpg,0
images\augmented\218_1_gray.jpg,0
images\augmented\218_1_original.jpg,0
images\augmented\218_1_sobel.jpg,0
images\augmented\218_2_flip.jpg,0
images\augmented\218_2_flip3.jpg,0
images\augmented\218_2_flip4.jpg,0
images\augmented\218_2_gray.jpg,0
images\augmented\218_2_original.jpg,0
images\augmented\218_2_sobel.jpg,0
images\augmented\218_6_flip.jpg,0
images\augmented\218_6_flip3.jpg,0
images\augmented\218_6_flip4.jpg,0
images\augmented\218_6_gray.jpg,0
images\augmented\218_6_original.jpg,0
images\augmented\218_6_sobel.jpg,0
images\augmented\218_7_flip.jpg,0
images\augmented\218_7_flip3.jpg,0
images\augmented\218_7_flip4.jpg,0
images\augmented\218_7_gray.jpg,0
images\augmented\218_7_original.jpg,0
images\augmented\218_7_sobel.jpg,0
images\augmented\218_8_flip.jpg,0
images\augmented\218_8_flip3.jpg,0
images\augmented\218_8_flip4.jpg,0
images\augmented\218_8_gray.jpg,0
images\augmented\218_8_original.jpg,0
images\augmented\218_8_sobel.jpg,0
images\augmented\218_9_flip.jpg,0
images\augmented\218_9_flip3.jpg,0
images\augmented\218_9_flip4.jpg,0
images\augmented\218_9_gray.jpg,0
images\augmented\218_9_original.jpg,0
images\augmented\218_9_sobel.jpg,0
images\augmented\219_1_flip.jpg,0
images\augmented\219_1_flip3.jpg,0
images\augmented\219_1_flip4.jpg,0
images\augmented\219_1_gray.jpg,0
images\augmented\219_1_original.jpg,0
images\augmented\219_1_sobel.jpg,0
images\augmented\219_2_flip.jpg,0
images\augmented\219_2_flip3.jpg,0
images\augmented\219_2_flip4.jpg,0
images\augmented\219_2_gray.jpg,0
images\augmented\219_2_original.jpg,0
images\augmented\219_2_sobel.jpg,0
images\augmented\219_3_flip.jpg,0
images\augmented\219_3_flip3.jpg,0
images\augmented\219_3_flip4.jpg,0
images\augmented\219_3_gray.jpg,0
images\augmented\219_3_original.jpg,0
images\augmented\219_3_sobel.jpg,0
images\augmented\219_4_flip.jpg,0
images\augmented\219_4_flip3.jpg,0
images\augmented\219_4_flip4.jpg,0
images\augmented\219_4_gray.jpg,0
images\augmented\219_4_original.jpg,0
images\augmented\219_4_sobel.jpg,0
images\augmented\219_5_flip.jpg,0
images\augmented\219_5_flip3.jpg,0
images\augmented\219_5_flip4.jpg,0
images\augmented\219_5_gray.jpg,0
images\augmented\219_5_original.jpg,0
images\augmented\219_5_sobel.jpg,0
images\augmented\219_6_flip.jpg,0
images\augmented\219_6_flip3.jpg,0
images\augmented\219_6_flip4.jpg,0
images\augmented\219_6_gray.jpg,0
images\augmented\219_6_original.jpg,0
images\augmented\219_6_sobel.jpg,0
images\augmented\219_7_flip.jpg,0
images\augmented\219_7_flip3.jpg,0
images\augmented\219_7_flip4.jpg,0
images\augmented\219_7_gray.jpg,0
images\augmented\219_7_original.jpg,0
images\augmented\219_7_sobel.jpg,0
images\augmented\219_8_flip.jpg,0
images\augmented\219_8_flip3.jpg,0
images\augmented\219_8_flip4.jpg,0
images\augmented\219_8_gray.jpg,0
images\augmented\219_8_original.jpg,0
images\augmented\219_8_sobel.jpg,0
images\augmented\219_9_flip.jpg,0
images\augmented\219_9_flip3.jpg,0
images\augmented\219_9_flip4.jpg,0
images\augmented\219_9_gray.jpg,0
images\augmented\219_9_original.jpg,0
images\augmented\219_9_sobel.jpg,0
images\augmented\221_1_flip.jpg,0
images\augmented\221_1_flip3.jpg,0
images\augmented\221_1_flip4.jpg,0
images\augmented\221_1_gray.jpg,0
images\augmented\221_1_original.jpg,0
images\augmented\221_1_sobel.jpg,0
images\augmented\221_2_flip.jpg,0
images\augmented\221_2_flip3.jpg,0
images\augmented\221_2_flip4.jpg,0
images\augmented\221_2_gray.jpg,0
images\augmented\221_2_original.jpg,0
images\augmented\221_2_sobel.jpg,0
images\augmented\221_3_flip.jpg,0
images\augmented\221_3_flip3.jpg,0
images\augmented\221_3_flip4.jpg,0
images\augmented\221_3_gray.jpg,0
images\augmented\221_3_original.jpg,0
images\augmented\221_3_sobel.jpg,0
images\augmented\221_5_flip.jpg,0
images\augmented\221_5_flip3.jpg,0
images\augmented\221_5_flip4.jpg,0
images\augmented\221_5_gray.jpg,0
images\augmented\221_5_original.jpg,0
images\augmented\221_5_sobel.jpg,0
images\augmented\221_6_flip.jpg,0
images\augmented\221_6_flip3.jpg,0
images\augmented\221_6_flip4.jpg,0
images\augmented\221_6_gray.jpg,0
images\augmented\221_6_original.jpg,0
images\augmented\221_6_sobel.jpg,0
images\augmented\222_1_flip.jpg,0
images\augmented\222_1_flip3.jpg,0
images\augmented\222_1_flip4.jpg,0
images\augmented\222_1_gray.jpg,0
images\augmented\222_1_original.jpg,0
images\augmented\222_1_sobel.jpg,0
images\augmented\222_2_flip.jpg,0
images\augmented\222_2_flip3.jpg,0
images\augmented\222_2_flip4.jpg,0
images\augmented\222_2_gray.jpg,0
images\augmented\222_2_original.jpg,0
images\augmented\222_2_sobel.jpg,0
images\augmented\222_3_flip.jpg,0
images\augmented\222_3_flip3.jpg,0
images\augmented\222_3_flip4.jpg,0
images\augmented\222_3_gray.jpg,0
images\augmented\222_3_original.jpg,0
images\augmented\222_3_sobel.jpg,0
images\augmented\222_4_flip.jpg,0
images\augmented\222_4_flip3.jpg,0
images\augmented\222_4_flip4.jpg,0
images\augmented\222_4_gray.jpg,0
images\augmented\222_4_original.jpg,0
images\augmented\222_4_sobel.jpg,0
images\augmented\222_5_flip.jpg,0
images\augmented\222_5_flip3.jpg,0
images\augmented\222_5_flip4.jpg,0
images\augmented\222_5_gray.jpg,0
images\augmented\222_5_original.jpg,0
images\augmented\222_5_sobel.jpg,0
images\augmented\222_6_flip.jpg,0
images\augmented\222_6_flip3.jpg,0
images\augmented\222_6_flip4.jpg,0
images\augmented\222_6_gray.jpg,0
images\augmented\222_6_original.jpg,0
images\augmented\222_6_sobel.jpg,0
images\augmented\222_7_flip.jpg,0
images\augmented\222_7_flip3.jpg,0
images\augmented\222_7_flip4.jpg,0
images\augmented\222_7_gray.jpg,0
images\augmented\222_7_original.jpg,0
images\augmented\222_7_sobel.jpg,0
images\augmented\222_8_flip.jpg,0
images\augmented\222_8_flip3.jpg,0
images\augmented\222_8_flip4.jpg,0
images\augmented\222_8_gray.jpg,0
images\augmented\222_8_original.jpg,0
images\augmented\222_8_sobel.jpg,0
images\augmented\222_9_flip.jpg,0
images\augmented\222_9_flip3.jpg,0
images\augmented\222_9_flip4.jpg,0
images\augmented\222_9_gray.jpg,0
images\augmented\222_9_original.jpg,0
images\augmented\222_9_sobel.jpg,0
images\augmented\223_1_flip.jpg,0
images\augmented\223_1_flip3.jpg,0
images\augmented\223_1_flip4.jpg,0
images\augmented\223_1_gray.jpg,0
images\augmented\223_1_original.jpg,0
images\augmented\223_1_sobel.jpg,0
images\augmented\223_2_flip.jpg,0
images\augmented\223_2_flip3.jpg,0
images\augmented\223_2_flip4.jpg,0
images\augmented\223_2_gray.jpg,0
images\augmented\223_2_original.jpg,0
images\augmented\223_2_sobel.jpg,0
images\augmented\223_3_flip.jpg,0
images\augmented\223_3_flip3.jpg,0
images\augmented\223_3_flip4.jpg,0
images\augmented\223_3_gray.jpg,0
images\augmented\223_3_original.jpg,0
images\augmented\223_3_sobel.jpg,0
images\augmented\223_4_flip.jpg,0
images\augmented\223_4_flip3.jpg,0
images\augmented\223_4_flip4.jpg,0
images\augmented\223_4_gray.jpg,0
images\augmented\223_4_original.jpg,0
images\augmented\223_4_sobel.jpg,0
images\augmented\223_5_flip.jpg,0
images\augmented\223_5_flip3.jpg,0
images\augmented\223_5_flip4.jpg,0
images\augmented\223_5_gray.jpg,0
images\augmented\223_5_original.jpg,0
images\augmented\223_5_sobel.jpg,0
images\augmented\223_6_flip.jpg,0
images\augmented\223_6_flip3.jpg,0
images\augmented\223_6_flip4.jpg,0
images\augmented\223_6_gray.jpg,0
images\augmented\223_6_original.jpg,0
images\augmented\223_6_sobel.jpg,0
images\augmented\223_7_flip.jpg,0
images\augmented\223_7_flip3.jpg,0
images\augmented\223_7_flip4.jpg,0
images\augmented\223_7_gray.jpg,0
images\augmented\223_7_original.jpg,0
images\augmented\223_7_sobel.jpg,0
images\augmented\223_8_flip.jpg,0
images\augmented\223_8_flip3.jpg,0
images\augmented\223_8_flip4.jpg,0
images\augmented\223_8_gray.jpg,0
images\augmented\223_8_original.jpg,0
images\augmented\223_8_sobel.jpg,0
images\augmented\223_9_flip.jpg,0
images\augmented\223_9_flip3.jpg,0
images\augmented\223_9_flip4.jpg,0
images\augmented\223_9_gray.jpg,0
images\augmented\223_9_original.jpg,0
images\augmented\223_9_sobel.jpg,0
images\augmented\224_4_flip.jpg,0
images\augmented\224_4_flip3.jpg,0
images\augmented\224_4_flip4.jpg,0
images\augmented\224_4_gray.jpg,0
images\augmented\224_4_original.jpg,0
images\augmented\224_4_sobel.jpg,0
images\augmented\226_2_flip.jpg,1
images\augmented\226_2_flip3.jpg,1
images\augmented\226_2_flip4.jpg,1
images\augmented\226_2_gray.jpg,1
images\augmented\226_2_original.jpg,1
images\augmented\226_2_sobel.jpg,1
images\augmented\226_7_flip.jpg,1
images\augmented\226_7_flip3.jpg,1
images\augmented\226_7_flip4.jpg,1
images\augmented\226_7_gray.jpg,1
images\augmented\226_7_original.jpg,1
images\augmented\226_7_sobel.jpg,1
images\augmented\227_1_flip.jpg,1
images\augmented\227_1_flip3.jpg,1
images\augmented\227_1_flip4.jpg,1
images\augmented\227_1_gray.jpg,1
images\augmented\227_1_original.jpg,1
images\augmented\227_1_sobel.jpg,1
images\augmented\227_2_flip.jpg,1
images\augmented\227_2_flip3.jpg,1
images\augmented\227_2_flip4.jpg,1
images\augmented\227_2_gray.jpg,1
images\augmented\227_2_original.jpg,1
images\augmented\227_2_sobel.jpg,1
images\augmented\227_3_flip.jpg,1
images\augmented\227_3_flip3.jpg,1
images\augmented\227_3_flip4.jpg,1
images\augmented\227_3_gray.jpg,1
images\augmented\227_3_original.jpg,1
images\augmented\227_3_sobel.jpg,1
images\augmented\227_4_flip.jpg,1
images\augmented\227_4_flip3.jpg,1
images\augmented\227_4_flip4.jpg,1
images\augmented\227_4_gray.jpg,1
images\augmented\227_4_original.jpg,1
images\augmented\227_4_sobel.jpg,1
images\augmented\227_5_flip.jpg,1
images\augmented\227_5_flip3.jpg,1
images\augmented\227_5_flip4.jpg,1
images\augmented\227_5_gray.jpg,1
images\augmented\227_5_original.jpg,1
images\augmented\227_5_sobel.jpg,1
images\augmented\228_1_flip.jpg,1
images\augmented\228_1_flip3.jpg,1
images\augmented\228_1_flip4.jpg,1
images\augmented\228_1_gray.jpg,1
images\augmented\228_1_original.jpg,1
images\augmented\228_1_sobel.jpg,1
images\augmented\228_2_flip.jpg,1
images\augmented\228_2_flip3.jpg,1
images\augmented\228_2_flip4.jpg,1
images\augmented\228_2_gray.jpg,1
images\augmented\228_2_original.jpg,1
images\augmented\228_2_sobel.jpg,1
images\augmented\228_3_flip.jpg,1
images\augmented\228_3_flip3.jpg,1
images\augmented\228_3_flip4.jpg,1
images\augmented\228_3_gray.jpg,1
images\augmented\228_3_original.jpg,1
images\augmented\228_3_sobel.jpg,1
images\augmented\228_4_flip.jpg,1
images\augmented\228_4_flip3.jpg,1
images\augmented\228_4_flip4.jpg,1
images\augmented\228_4_gray.jpg,1
images\augmented\228_4_original.jpg,1
images\augmented\228_4_sobel.jpg,1
images\augmented\228_5_flip.jpg,1
images\augmented\228_5_flip3.jpg,1
images\augmented\228_5_flip4.jpg,1
images\augmented\228_5_gray.jpg,1
images\augmented\228_5_original.jpg,1
images\augmented\228_5_sobel.jpg,1
images\augmented\229_1_flip.jpg,1
images\augmented\229_1_flip3.jpg,1
images\augmented\229_1_flip4.jpg,1
images\augmented\229_1_gray.jpg,1
images\augmented\229_1_original.jpg,1
images\augmented\229_1_sobel.jpg,1
images\augmented\229_2_flip.jpg,1
images\augmented\229_2_flip3.jpg,1
images\augmented\229_2_flip4.jpg,1
images\augmented\229_2_gray.jpg,1
images\augmented\229_2_original.jpg,1
images\augmented\229_2_sobel.jpg,1
images\augmented\229_3_flip.jpg,1
images\augmented\229_3_flip3.jpg,1
images\augmented\229_3_flip4.jpg,1
images\augmented\229_3_gray.jpg,1
images\augmented\229_3_original.jpg,1
images\augmented\229_3_sobel.jpg,1
images\augmented\229_6_flip.jpg,1
images\augmented\229_6_flip3.jpg,1
images\augmented\229_6_flip4.jpg,1
images\augmented\229_6_gray.jpg,1
images\augmented\229_6_original.jpg,1
images\augmented\229_6_sobel.jpg,1
images\augmented\231_1_flip.jpg,1
images\augmented\231_1_flip3.jpg,1
images\augmented\231_1_flip4.jpg,1
images\augmented\231_1_gray.jpg,1
images\augmented\231_1_original.jpg,1
images\augmented\231_1_sobel.jpg,1
images\augmented\231_2_flip.jpg,1
images\augmented\231_2_flip3.jpg,1
images\augmented\231_2_flip4.jpg,1
images\augmented\231_2_gray.jpg,1
images\augmented\231_2_original.jpg,1
images\augmented\231_2_sobel.jpg,1
images\augmented\231_3_flip.jpg,1
images\augmented\231_3_flip3.jpg,1
images\augmented\231_3_flip4.jpg,1
images\augmented\231_3_gray.jpg,1
images\augmented\231_3_original.jpg,1
images\augmented\231_3_sobel.jpg,1
images\augmented\231_4_flip.jpg,1
images\augmented\231_4_flip3.jpg,1
images\augmented\231_4_flip4.jpg,1
images\augmented\231_4_gray.jpg,1
images\augmented\231_4_original.jpg,1
images\augmented\231_4_sobel.jpg,1
images\augmented\231_6_flip.jpg,1
images\augmented\231_6_flip3.jpg,1
images\augmented\231_6_flip4.jpg,1
images\augmented\231_6_gray.jpg,1
images\augmented\231_6_original.jpg,1
images\augmented\231_6_sobel.jpg,1
images\augmented\231_7_flip.jpg,1
images\augmented\231_7_flip3.jpg,1
images\augmented\231_7_flip4.jpg,1
images\augmented\231_7_gray.jpg,1
images\augmented\231_7_original.jpg,1
images\augmented\231_7_sobel.jpg,1
images\augmented\231_8_flip.jpg,1
images\augmented\231_8_flip3.jpg,1
images\augmented\231_8_flip4.jpg,1
images\augmented\231_8_gray.jpg,1
images\augmented\231_8_original.jpg,1
images\augmented\231_8_sobel.jpg,1
images\augmented\231_9_flip.jpg,1
images\augmented\231_9_flip3.jpg,1
images\augmented\231_9_flip4.jpg,1
images\augmented\231_9_gray.jpg,1
images\augmented\231_9_original.jpg,1
images\augmented\231_9_sobel.jpg,1
images\augmented\232_1_flip.jpg,1
images\augmented\232_1_flip3.jpg,1
images\augmented\232_1_flip4.jpg,1
images\augmented\232_1_gray.jpg,1
images\augmented\232_1_original.jpg,1
images\augmented\232_1_sobel.jpg,1
images\augmented\232_2_flip.jpg,1
images\augmented\232_2_flip3.jpg,1
images\augmented\232_2_flip4.jpg,1
images\augmented\232_2_gray.jpg,1
images\augmented\232_2_original.jpg,1
images\augmented\232_2_sobel.jpg,1
images\augmented\232_3_flip.jpg,1
images\augmented\232_3_flip3.jpg,1
images\augmented\232_3_flip4.jpg,1
images\augmented\232_3_gray.jpg,1
images\augmented\232_3_original.jpg,1
images\augmented\232_3_sobel.jpg,1
images\augmented\232_4_flip.jpg,1
images\augmented\232_4_flip3.jpg,1
images\augmented\232_4_flip4.jpg,1
images\augmented\232_4_gray.jpg,1
images\augmented\232_4_original.jpg,1
images\augmented\232_4_sobel.jpg,1
images\augmented\232_6_flip.jpg,1
images\augmented\232_6_flip3.jpg,1
images\augmented\232_6_flip4.jpg,1
images\augmented\232_6_gray.jpg,1
images\augmented\232_6_original.jpg,1
images\augmented\232_6_sobel.jpg,1
images\augmented\232_7_flip.jpg,1
images\augmented\232_7_flip3.jpg,1
images\augmented\232_7_flip4.jpg,1
images\augmented\232_7_gray.jpg,1
images\augmented\232_7_original.jpg,1
images\augmented\232_7_sobel.jpg,1
images\augmented\232_8_flip.jpg,1
images\augmented\232_8_flip3.jpg,1
images\augmented\232_8_flip4.jpg,1
images\augmented\232_8_gray.jpg,1
